index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
869,23,24000,MORTGAGE,5.0,MEDICAL,B,1375,11.11,1,0,4
870,24,56000,RENT,2.0,EDUCATION,C,18000,13.48,1,0,3
871,21,50000,RENT,2.0,EDUCATION,D,18000,14.74,1,0,2
872,21,52240,RENT,5.0,MEDICAL,E,18000,19.69,1,0,2
873,26,53000,RENT,2.0,VENTURE,E,18000,17.19,1,1,3
874,22,60000,RENT,3.0,EDUCATION,D,18000,16.32,0,0,4
875,22,60000,RENT,0.0,EDUCATION,B,18000,9.33,0,0,3
876,25,61500,RENT,1.0,EDUCATION,C,18000,13.23,0,1,2
877,26,24000,MORTGAGE,10.0,MEDICAL,A,5000,7.66,1,0,3
878,22,62000,RENT,0.0,MEDICAL,C,18000,13.85,0,1,4
879,23,24000,MORTGAGE,1.0,EDUCATION,B,5600,9.63,0,0,3
880,24,24000,OWN,2.0,VENTURE,A,10000,6.92,0,0,4
881,22,63000,RENT,0.0,VENTURE,B,18000,9.63,0,0,4
882,23,63000,RENT,1.0,EDUCATION,B,18000,10.99,0,0,3
883,23,63000,RENT,2.0,EDUCATION,C,18000,13.57,0,1,3
884,25,65000,RENT,9.0,HOMEIMPROVEMENT,C,18000,13.99,0,0,3
885,24,59000,RENT,1.0,HOMEIMPROVEMENT,D,18000,14.96,1,1,4
886,26,59000,RENT,2.0,VENTURE,E,18000,16.0,1,0,4
887,26,60000,RENT,2.0,HOMEIMPROVEMENT,D,18000,16.29,1,1,2
888,25,66000,RENT,9.0,EDUCATION,B,18000,10.25,0,0,3
889,21,68000,RENT,4.0,EDUCATION,B,18000,10.65,0,0,2
890,24,70000,RENT,1.0,HOMEIMPROVEMENT,B,18000,9.88,0,0,2
891,25,54400,RENT,10.0,MEDICAL,E,18000,16.0,1,1,2
892,25,70200,RENT,9.0,EDUCATION,E,18000,16.45,0,0,2
893,25,65000,RENT,3.0,PERSONAL,D,18000,15.33,1,0,4
894,26,71820,RENT,10.0,DEBTCONSOLIDATION,B,18000,11.83,0,0,2
895,24,66000,RENT,2.0,PERSONAL,D,18000,14.54,1,1,4
896,24,72000,RENT,4.0,VENTURE,A,18000,7.88,0,0,2
897,24,24000,OWN,3.0,EDUCATION,C,3000,13.98,0,0,2
898,25,24000,MORTGAGE,0.0,VENTURE,D,1200,15.21,0,1,4
899,23,75000,RENT,7.0,EDUCATION,C,18000,12.73,0,1,4
900,25,24000,MORTGAGE,2.0,PERSONAL,D,3500,15.58,1,1,2
901,23,75576,RENT,7.0,EDUCATION,B,18000,9.88,0,0,3
902,21,24000,OWN,2.0,MEDICAL,B,7000,11.86,0,0,2
903,26,78000,RENT,6.0,EDUCATION,C,18000,13.49,0,0,2
904,21,80000,RENT,6.0,VENTURE,A,18000,7.9,0,0,2
905,23,80000,RENT,5.0,VENTURE,A,18000,8.49,0,0,3
906,22,80000,RENT,1.0,EDUCATION,B,18000,10.99,0,0,4
907,26,80171,RENT,3.0,HOMEIMPROVEMENT,C,18000,13.85,0,0,3
908,23,81000,RENT,7.0,MEDICAL,C,18000,13.98,0,0,2
909,23,24000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2800,16.07,1,0,3
910,23,76500,RENT,3.0,DEBTCONSOLIDATION,B,18000,10.65,1,0,4
911,24,24000,MORTGAGE,4.0,EDUCATION,D,8500,15.7,0,0,2
912,26,24000,MORTGAGE,5.0,PERSONAL,C,2100,13.11,0,0,3
913,22,82570,RENT,6.0,VENTURE,C,18000,15.27,0,0,2
914,26,24000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6000,10.99,0,0,4
915,25,84000,RENT,5.0,HOMEIMPROVEMENT,B,18000,9.88,0,0,3
916,22,24000,MORTGAGE,6.0,MEDICAL,A,2500,7.14,0,0,2
917,25,85000,RENT,0.0,EDUCATION,B,18000,11.71,0,0,4
918,26,86000,RENT,10.0,VENTURE,A,18000,8.49,0,0,2
919,23,87000,RENT,2.0,EDUCATION,B,18000,11.89,0,0,2
920,23,88000,RENT,1.0,EDUCATION,C,18000,13.16,0,0,4
921,23,90000,RENT,4.0,PERSONAL,B,18000,8.88,0,0,4
922,24,95000,RENT,3.0,DEBTCONSOLIDATION,A,18000,8.49,0,0,4
923,26,95000,RENT,9.0,HOMEIMPROVEMENT,D,18000,15.31,0,0,3
924,24,102000,RENT,8.0,EDUCATION,C,18000,12.53,0,1,3
925,24,110000,RENT,4.0,DEBTCONSOLIDATION,B,18000,12.18,0,0,4
926,23,87550,RENT,7.0,MEDICAL,A,18000,7.51,1,0,3
927,26,116004,RENT,6.0,VENTURE,B,18000,11.83,0,0,4
928,24,121000,RENT,8.0,PERSONAL,F,18000,18.3,0,0,3
929,22,125000,RENT,3.0,MEDICAL,C,18000,14.79,0,1,3
930,25,24000,OWN,4.0,MEDICAL,B,5000,10.95,0,0,3
931,22,144500,RENT,5.0,DEBTCONSOLIDATION,C,18000,13.72,0,0,3
932,24,155000,RENT,8.0,EDUCATION,B,18000,10.62,0,0,4
933,22,24000,OWN,6.0,MEDICAL,B,5000,12.21,0,0,3
934,21,75000,RENT,3.0,EDUCATION,C,17950,10.91,0,0,3
935,25,24000,OWN,0.0,MEDICAL,A,7000,9.63,0,0,3
936,23,62050,RENT,1.0,MEDICAL,E,17800,16.35,1,1,3
937,23,24000,OWN,1.0,EDUCATION,B,1500,12.21,0,0,2
938,22,48000,RENT,0.0,DEBTCONSOLIDATION,C,17750,13.49,1,0,4
939,22,65000,RENT,6.0,DEBTCONSOLIDATION,B,17700,11.49,0,0,2
940,26,24000,MORTGAGE,5.0,PERSONAL,B,8000,9.76,0,0,3
941,24,24000,MORTGAGE,3.0,EDUCATION,C,8000,11.34,0,1,4
942,22,24000,MORTGAGE,2.0,EDUCATION,D,3975,13.87,0,0,3
943,23,45000,RENT,1.0,DEBTCONSOLIDATION,A,17625,8.9,1,0,4
944,22,65500,RENT,4.0,EDUCATION,B,17600,10.74,0,0,2
945,24,70000,RENT,1.0,HOMEIMPROVEMENT,B,17600,10.62,0,0,2
946,21,24000,MORTGAGE,2.0,EDUCATION,B,5000,8.7,0,0,2
947,23,24091,MORTGAGE,5.0,PERSONAL,C,3500,12.99,0,1,2
948,24,72250,RENT,5.0,MEDICAL,E,17600,17.19,1,1,4
949,25,32400,RENT,1.0,HOMEIMPROVEMENT,D,17500,15.95,1,1,3
950,23,36000,RENT,2.0,VENTURE,C,17500,14.22,1,0,4
951,21,37232,RENT,3.0,MEDICAL,B,17500,12.53,1,0,2
952,21,24300,OWN,3.0,MEDICAL,B,4500,11.83,0,0,4
953,21,24396,MORTGAGE,2.0,VENTURE,D,4000,15.05,0,0,4
954,24,40800,RENT,6.0,MEDICAL,B,17500,10.62,1,0,4
955,22,24449,OWN,2.0,VENTURE,B,1800,11.89,0,0,4
956,25,44000,RENT,6.0,EDUCATION,B,17500,12.53,1,0,4
957,23,47500,RENT,5.0,MEDICAL,C,17500,13.61,1,0,4
958,22,49176,RENT,7.0,MEDICAL,C,17500,13.85,1,0,2
959,23,49270,RENT,7.0,DEBTCONSOLIDATION,C,17500,13.85,1,0,4
960,23,53352,RENT,3.0,VENTURE,A,17500,6.54,1,0,2
961,24,54996,RENT,7.0,EDUCATION,E,17500,17.19,1,0,3
962,24,58000,RENT,5.0,EDUCATION,C,17500,13.49,0,1,4
963,23,59000,RENT,1.0,EDUCATION,B,17500,9.25,0,0,4
964,26,60000,RENT,10.0,VENTURE,A,17500,6.54,0,0,4
965,26,75000,RENT,4.0,PERSONAL,A,17500,7.9,0,0,2
966,22,24900,MORTGAGE,1.0,MEDICAL,C,5500,13.16,1,0,2
967,25,95950,RENT,2.0,HOMEIMPROVEMENT,B,17500,11.71,0,0,2
968,21,24960,MORTGAGE,0.0,PERSONAL,C,2000,13.99,0,1,3
969,23,40000,RENT,2.0,EDUCATION,B,17475,9.91,1,0,2
970,21,45408,RENT,3.0,DEBTCONSOLIDATION,B,17475,9.91,1,0,2
971,23,24996,MORTGAGE,4.0,EDUCATION,B,5000,12.69,0,0,2
972,22,58000,RENT,0.0,EDUCATION,A,17475,7.51,0,0,3
973,24,82000,RENT,7.0,PERSONAL,B,17400,11.99,0,0,4
974,24,96000,RENT,1.0,DEBTCONSOLIDATION,B,17400,10.37,0,0,2
975,24,133000,RENT,5.0,EDUCATION,B,17400,11.71,0,0,4
976,24,95000,RENT,8.0,PERSONAL,D,17200,17.58,0,0,3
977,23,35000,RENT,6.0,EDUCATION,B,17000,10.37,1,0,2
978,26,29400,RENT,1.0,HOMEIMPROVEMENT,C,17000,12.99,1,1,2
979,21,24996,OWN,3.0,EDUCATION,D,7000,15.58,0,0,2
980,22,40000,RENT,1.0,DEBTCONSOLIDATION,B,17000,10.65,1,0,4
981,22,41400,RENT,2.0,MEDICAL,C,17000,12.87,1,0,3
982,22,42000,RENT,5.0,DEBTCONSOLIDATION,A,17000,7.66,1,0,4
983,24,43275,RENT,4.0,MEDICAL,C,17000,13.47,1,0,3
984,24,45792,RENT,3.0,DEBTCONSOLIDATION,B,17000,10.38,1,0,2
985,23,47000,RENT,8.0,DEBTCONSOLIDATION,B,17000,9.99,1,0,4
986,25,49896,RENT,7.0,EDUCATION,E,17000,16.82,1,0,3
987,24,50000,RENT,3.0,PERSONAL,C,17000,13.79,1,0,3
988,23,24996,OWN,1.0,EDUCATION,B,8000,11.26,0,0,2
989,23,51000,RENT,7.0,PERSONAL,A,17000,8.49,1,0,4
990,25,52000,RENT,9.0,MEDICAL,C,17000,12.98,1,1,2
991,21,24996,OWN,5.0,MEDICAL,C,6500,11.34,0,1,4
992,23,52000,RENT,3.0,DEBTCONSOLIDATION,B,17000,11.58,1,0,4
993,23,54660,RENT,6.0,MEDICAL,B,17000,9.88,1,0,4
994,24,55782,RENT,3.0,DEBTCONSOLIDATION,A,17000,7.51,0,0,3
995,23,53000,RENT,8.0,PERSONAL,B,17000,10.25,1,0,4
996,22,25000,OWN,1.0,MEDICAL,C,2400,14.27,0,1,2
997,23,60000,RENT,3.0,PERSONAL,B,17000,11.11,0,0,2
998,25,60000,RENT,3.0,PERSONAL,A,17000,6.91,0,0,2
999,25,62000,RENT,3.0,VENTURE,A,17000,5.99,0,0,3
1000,26,65000,RENT,0.0,VENTURE,C,17000,13.47,0,0,2
1001,23,70000,RENT,1.0,PERSONAL,B,17000,8.88,0,0,3
1002,24,75000,RENT,0.0,DEBTCONSOLIDATION,B,17000,12.53,0,0,2
1003,24,75000,RENT,8.0,EDUCATION,B,17000,9.33,0,0,3
1004,23,78000,RENT,5.0,MEDICAL,B,17000,10.99,0,0,3
1005,21,25000,MORTGAGE,2.0,VENTURE,B,3600,9.91,0,0,4
1006,23,85500,RENT,1.0,EDUCATION,C,17000,13.11,0,1,2
1007,22,89004,RENT,7.0,DEBTCONSOLIDATION,A,17000,9.63,0,0,4
1008,26,66300,RENT,0.0,MEDICAL,D,17000,16.77,1,1,3
1009,23,90000,RENT,7.0,EDUCATION,B,17000,10.59,0,0,3
1010,26,95000,RENT,10.0,EDUCATION,B,17000,11.49,0,0,3
1011,22,96000,RENT,6.0,PERSONAL,B,17000,11.48,0,0,2
1012,25,114000,RENT,3.0,EDUCATION,B,17000,10.37,0,0,3
1013,26,175000,RENT,2.0,VENTURE,B,17000,9.88,0,0,3
1014,21,49000,RENT,2.0,PERSONAL,D,16950,18.25,1,1,4
1015,24,72000,RENT,0.0,DEBTCONSOLIDATION,A,16875,6.54,0,0,4
1016,26,25000,MORTGAGE,10.0,MEDICAL,A,7000,6.99,0,0,2
1017,23,25000,OWN,5.0,MEDICAL,A,7200,8.49,0,0,2
1018,22,34819,RENT,2.0,PERSONAL,B,16800,10.99,1,0,4
1019,22,50000,RENT,1.0,MEDICAL,B,16800,12.53,1,0,3
1020,22,25000,MORTGAGE,4.0,EDUCATION,A,1800,8.49,0,0,2
1021,22,60000,RENT,2.0,MEDICAL,C,16800,14.65,0,1,4
1022,24,60000,RENT,8.0,EDUCATION,A,16800,6.54,0,0,2
1023,23,60000,RENT,0.0,MEDICAL,C,16800,13.85,0,1,2
1024,26,54000,RENT,3.0,MEDICAL,D,16800,12.67,1,1,3
1025,22,25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,9.99,1,0,3
1026,22,66000,RENT,6.0,MEDICAL,C,16800,13.49,0,1,3
1027,22,58650,RENT,6.0,MEDICAL,D,16800,16.77,1,0,2
1028,24,74000,RENT,1.0,HOMEIMPROVEMENT,D,16800,15.65,1,1,3
1029,26,97000,RENT,11.0,HOMEIMPROVEMENT,B,16800,12.42,0,0,3
1030,26,97000,RENT,4.0,MEDICAL,A,16800,6.17,0,0,4
1031,23,103000,RENT,4.0,DEBTCONSOLIDATION,C,16800,13.11,0,0,4
1032,24,125000,RENT,8.0,VENTURE,B,16800,12.42,0,0,4
1033,25,25000,OWN,5.0,HOMEIMPROVEMENT,C,2000,14.17,0,0,3
1034,23,36000,RENT,2.0,MEDICAL,D,16750,15.28,1,1,4
1035,22,44500,RENT,1.0,DEBTCONSOLIDATION,B,16750,10.75,1,0,4
1036,26,45000,RENT,10.0,MEDICAL,C,16750,12.41,1,0,3
1037,23,46272,RENT,7.0,DEBTCONSOLIDATION,B,16750,11.99,1,0,3
1038,24,25000,MORTGAGE,1.0,MEDICAL,B,4000,11.11,0,0,2
1039,26,42000,RENT,0.0,HOMEIMPROVEMENT,D,16750,17.58,1,0,3
1040,22,50496,RENT,6.0,MEDICAL,C,16750,13.11,1,1,4
1041,24,54000,RENT,0.0,PERSONAL,G,16750,20.11,1,1,2
1042,23,54996,RENT,4.0,EDUCATION,B,16700,10.37,0,0,3
1043,25,59160,RENT,0.0,HOMEIMPROVEMENT,E,16600,14.18,1,0,4
1044,26,70000,RENT,9.0,MEDICAL,C,16525,13.92,0,1,2
1045,25,98400,RENT,4.0,PERSONAL,D,16525,15.28,0,1,3
1046,22,40428,RENT,4.0,MEDICAL,B,16500,10.75,1,0,2
1047,23,47000,RENT,5.0,VENTURE,B,16500,10.62,1,0,3
1048,22,48000,RENT,6.0,MEDICAL,A,16500,8.9,1,0,4
1049,25,25000,OWN,2.0,VENTURE,A,1500,6.76,0,0,4
1050,25,56000,RENT,0.0,HOMEIMPROVEMENT,D,16500,12.8,1,1,3
1051,25,57504,RENT,2.0,HOMEIMPROVEMENT,A,16500,9.32,1,0,3
1052,24,25000,MORTGAGE,3.0,VENTURE,A,9000,7.14,0,0,4
1053,26,25000,OWN,7.0,VENTURE,A,11500,7.88,0,0,3
1054,25,25000,OWN,3.0,EDUCATION,A,3000,6.76,0,0,2
1055,26,83300,RENT,2.0,MEDICAL,D,16500,16.77,1,0,4
1056,24,45000,RENT,1.0,PERSONAL,C,16425,13.49,1,1,2
1057,24,61000,RENT,3.0,HOMEIMPROVEMENT,B,16400,10.99,0,0,4
1058,26,47000,RENT,5.0,PERSONAL,B,16250,12.42,1,0,4
1059,21,25000,MORTGAGE,6.0,PERSONAL,A,1000,7.51,0,0,3
1060,22,54000,RENT,3.0,DEBTCONSOLIDATION,B,16075,10.37,0,0,3
1061,25,39000,RENT,1.0,HOMEIMPROVEMENT,E,16050,17.14,1,1,3
1062,23,30000,RENT,1.0,EDUCATION,C,16000,13.23,1,0,2
1063,22,33000,RENT,1.0,VENTURE,B,16000,10.99,1,0,2
1064,26,35000,RENT,2.0,EDUCATION,A,16000,6.03,1,0,4
1065,26,25000,MORTGAGE,0.0,MEDICAL,D,6250,15.31,1,0,4
1066,24,35000,RENT,2.0,MEDICAL,B,16000,11.71,1,0,3
1067,23,25000,MORTGAGE,0.0,PERSONAL,C,4750,13.57,0,0,2
1068,22,36900,RENT,5.0,VENTURE,A,16000,7.9,1,0,2
1069,25,38000,RENT,8.0,MEDICAL,C,16000,12.87,1,1,3
1070,25,39000,RENT,6.0,VENTURE,D,16000,15.65,1,1,3
1071,24,39996,RENT,1.0,MEDICAL,B,16000,10.71,1,0,2
1072,22,25000,OWN,1.0,VENTURE,B,6000,11.89,0,0,2
1073,25,25000,OWN,1.0,VENTURE,C,4800,12.53,0,0,3
1074,25,40000,RENT,3.0,EDUCATION,B,16000,11.71,1,0,4
1075,23,40000,RENT,3.0,EDUCATION,C,16000,12.99,1,1,2
1076,22,40000,RENT,1.0,EDUCATION,B,16000,8.88,1,0,3
1077,21,40000,RENT,0.0,EDUCATION,B,16000,11.83,1,0,4
1078,22,34000,RENT,0.0,EDUCATION,D,16000,13.24,1,0,3
1079,21,41900,RENT,2.0,VENTURE,C,16000,12.84,1,1,2
1080,24,42494,RENT,7.0,VENTURE,B,16000,11.71,1,0,3
1081,23,25000,MORTGAGE,4.0,MEDICAL,A,5000,9.32,0,0,2
1082,22,25000,OWN,1.0,PERSONAL,A,11100,9.63,0,0,3
1083,24,42856,RENT,8.0,DEBTCONSOLIDATION,A,16000,8.9,1,0,3
1084,25,43000,RENT,3.0,VENTURE,B,16000,11.49,1,0,2
1085,25,25000,OWN,7.0,MEDICAL,B,1525,10.95,0,0,2
1086,24,25000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,9.32,0,0,2
1087,23,44000,RENT,7.0,EDUCATION,A,16000,8.49,1,0,4
1088,24,44000,RENT,8.0,MEDICAL,A,16000,7.49,1,0,2
1089,26,25000,MORTGAGE,1.0,VENTURE,C,12000,12.09,1,0,2
1090,22,38400,RENT,4.0,VENTURE,C,16000,11.54,1,1,3
1091,24,25000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,8.0,0,0,2
1092,24,39000,RENT,2.0,DEBTCONSOLIDATION,E,16000,19.91,1,1,3
1093,22,45000,RENT,6.0,DEBTCONSOLIDATION,B,16000,10.59,1,0,4
1094,21,25000,OWN,0.0,MEDICAL,B,8800,9.33,0,0,3
1095,24,39000,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,1,0,2
1096,24,25040,MORTGAGE,1.0,VENTURE,A,5000,5.79,0,0,4
1097,22,25062,OWN,4.0,DEBTCONSOLIDATION,D,4000,16.49,0,1,2
1098,23,25100,OWN,7.0,EDUCATION,D,10800,14.59,0,1,3
1099,26,25104,OWN,0.0,DEBTCONSOLIDATION,D,5400,16.49,0,0,2
1100,23,39000,RENT,1.0,PERSONAL,B,16000,11.36,1,0,3
1101,25,39000,RENT,9.0,MEDICAL,D,16000,14.11,1,1,2
1102,22,25200,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0,0,4
1103,23,48000,RENT,2.0,EDUCATION,B,16000,10.0,1,0,4
1104,22,42000,RENT,0.0,VENTURE,D,16000,16.0,1,0,3
1105,25,50000,RENT,3.0,VENTURE,D,16000,17.58,1,0,4
1106,24,25200,OWN,1.0,MEDICAL,C,3200,15.23,0,1,2
1107,24,50000,RENT,6.0,HOMEIMPROVEMENT,C,16000,13.99,1,1,2
1108,25,25200,OWN,5.0,HOMEIMPROVEMENT,D,1200,15.99,0,1,3
1109,24,50000,RENT,8.0,VENTURE,B,16000,10.62,1,0,2
1110,22,44000,RENT,1.0,EDUCATION,E,16000,16.35,1,0,3
1111,24,51000,RENT,8.0,MEDICAL,C,16000,13.85,1,0,3
1112,23,45000,RENT,7.0,MEDICAL,E,16000,16.45,1,1,4
1113,21,52000,RENT,5.0,PERSONAL,D,16000,15.7,1,0,4
1114,22,53000,RENT,2.0,EDUCATION,A,16000,7.9,0,0,4
1115,22,25200,MORTGAGE,7.0,MEDICAL,C,4000,12.73,1,0,2
1116,21,55000,RENT,5.0,DEBTCONSOLIDATION,A,16000,8.94,0,0,2
1117,21,25200,MORTGAGE,0.0,PERSONAL,C,6500,14.26,1,1,2
1118,22,25200,MORTGAGE,1.0,PERSONAL,C,7000,13.92,0,0,3
1119,25,52000,RENT,9.0,EDUCATION,C,16000,13.98,1,0,3
1120,23,25200,OWN,3.0,EDUCATION,B,1000,11.48,0,0,4
1121,22,25200,MORTGAGE,0.0,MEDICAL,B,1000,11.48,1,0,3
1122,22,52500,RENT,1.0,MEDICAL,B,16000,12.69,1,0,3
1123,26,60000,RENT,10.0,DEBTCONSOLIDATION,A,16000,7.49,0,0,2
1124,24,54000,RENT,0.0,HOMEIMPROVEMENT,D,16000,15.65,1,0,4
1125,26,54000,RENT,2.0,VENTURE,D,16000,14.83,1,0,2
1126,24,25344,MORTGAGE,5.0,MEDICAL,D,4000,16.49,1,0,3
1127,23,62000,RENT,7.0,VENTURE,A,16000,7.49,0,0,2
1128,23,25480,MORTGAGE,7.0,PERSONAL,B,5000,9.99,0,0,3
1129,23,25500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,7850,13.49,0,0,4
1130,22,25500,MORTGAGE,0.0,VENTURE,A,7000,6.99,0,0,2
1131,22,57175,RENT,6.0,HOMEIMPROVEMENT,F,16000,17.15,1,0,4
1132,26,25500,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5600,11.91,0,0,4
1133,22,57336,RENT,6.0,MEDICAL,D,16000,17.27,1,0,3
1134,25,25568,MORTGAGE,7.0,EDUCATION,C,12000,13.47,1,1,2
1135,23,64000,RENT,2.0,PERSONAL,B,16000,10.74,0,0,3
1136,24,58575,RENT,2.0,MEDICAL,F,16000,19.47,1,0,2
1137,22,64800,RENT,1.0,EDUCATION,B,16000,10.37,0,0,4
1138,21,65000,RENT,5.0,PERSONAL,B,16000,9.91,0,0,3
1139,24,25632,MORTGAGE,4.0,EDUCATION,B,1500,9.91,0,0,3
1140,22,65000,RENT,6.0,MEDICAL,A,16000,8.49,0,0,4
1141,22,25788,OWN,2.0,VENTURE,B,3500,12.18,0,0,2
1142,22,65000,RENT,6.0,PERSONAL,A,16000,7.88,0,0,3
1143,24,59000,RENT,2.0,MEDICAL,E,16000,16.45,1,0,2
1144,23,65000,RENT,7.0,PERSONAL,D,16000,14.59,0,0,4
1145,22,25920,MORTGAGE,7.0,VENTURE,B,11325,10.65,0,0,3
1146,22,65000,RENT,6.0,DEBTCONSOLIDATION,C,16000,13.47,0,1,3
1147,22,59000,RENT,4.0,MEDICAL,E,16000,16.32,1,0,3
1148,25,66000,RENT,6.0,HOMEIMPROVEMENT,B,16000,10.0,0,0,4
1149,22,25992,OTHER,6.0,DEBTCONSOLIDATION,B,3000,9.45,0,0,3
1150,23,60996,RENT,0.0,HOMEIMPROVEMENT,E,16000,16.0,1,0,3
1151,23,62500,RENT,4.0,DEBTCONSOLIDATION,D,16000,14.54,1,0,2
1152,23,63000,RENT,0.0,EDUCATION,D,16000,14.42,1,0,3
1153,25,26000,MORTGAGE,3.0,EDUCATION,B,3825,11.71,0,0,2
1154,20,64000,RENT,3.0,VENTURE,D,16000,15.31,1,1,4
1155,24,72000,RENT,8.0,PERSONAL,C,16000,13.06,0,1,2
1156,26,74000,RENT,4.0,HOMEIMPROVEMENT,D,16000,14.84,0,1,3
1157,24,74337,RENT,8.0,PERSONAL,B,16000,11.86,0,0,3
1158,26,74999,RENT,4.0,HOMEIMPROVEMENT,D,16000,17.27,0,1,4
1159,26,26000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.99,0,0,4
1160,23,26000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800,10.59,0,0,4
1161,26,75000,RENT,2.0,PERSONAL,C,16000,13.35,0,1,2
1162,23,26000,MORTGAGE,7.0,MEDICAL,A,5000,7.91,0,0,2
1163,24,69000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.89,1,0,4
1164,21,20000,RENT,2.0,DEBTCONSOLIDATION,C,1000,14.26,0,1,2
1165,23,26000,OWN,7.0,PERSONAL,B,2000,10.36,0,0,2
1166,22,26000,MORTGAGE,4.0,PERSONAL,B,4000,9.25,0,0,2
1167,21,26000,OWN,5.0,EDUCATION,A,6000,5.79,0,0,2
1168,25,23712,RENT,9.0,MEDICAL,B,1000,11.49,0,0,2
1169,24,24000,RENT,1.0,PERSONAL,E,1000,17.99,1,0,3
1170,21,24000,RENT,0.0,MEDICAL,B,1000,10.99,1,0,2
1171,22,24000,RENT,3.0,DEBTCONSOLIDATION,C,1000,12.84,0,1,4
1172,21,24960,RENT,0.0,EDUCATION,C,1000,13.98,0,0,4
1173,26,25000,RENT,1.0,MEDICAL,C,1000,14.65,0,1,3
1174,22,25000,RENT,3.0,DEBTCONSOLIDATION,D,1000,15.95,1,0,2
1175,26,26000,OWN,0.0,DEBTCONSOLIDATION,E,8500,16.45,1,0,3
1176,21,26000,MORTGAGE,5.0,MEDICAL,D,14500,14.61,1,1,2
1177,24,26000,MORTGAGE,8.0,MEDICAL,A,7000,7.74,0,0,2
1178,22,28000,RENT,0.0,HOMEIMPROVEMENT,D,1000,16.29,1,1,3
1179,25,28000,RENT,6.0,DEBTCONSOLIDATION,A,1000,7.51,0,0,3
1180,22,26000,MORTGAGE,2.0,EDUCATION,A,2000,7.4,0,0,2
1181,22,28000,RENT,6.0,HOMEIMPROVEMENT,B,1000,10.25,1,0,4
1182,24,28000,RENT,8.0,MEDICAL,B,1000,12.53,0,0,4
1183,23,28600,RENT,7.0,EDUCATION,A,1000,7.9,0,0,3
1184,22,29000,RENT,4.0,VENTURE,A,1000,7.29,0,0,4
1185,22,26000,MORTGAGE,6.0,VENTURE,C,17000,12.84,1,1,4
1186,26,29000,RENT,2.0,MEDICAL,A,1000,7.74,0,0,4
1187,24,30000,RENT,0.0,EDUCATION,A,1000,7.51,0,0,2
1188,21,30000,RENT,0.0,EDUCATION,B,1000,10.99,0,0,4
1189,23,26000,MORTGAGE,2.0,VENTURE,E,7000,14.93,0,1,4
1190,22,26000,MORTGAGE,3.0,PERSONAL,B,500,10.46,0,0,4
1191,26,30000,RENT,2.0,EDUCATION,A,1000,9.63,0,0,3
1192,25,26004,MORTGAGE,3.0,EDUCATION,B,10000,9.91,0,0,2
1193,22,26004,MORTGAGE,1.0,EDUCATION,A,5000,5.42,0,0,4
1194,25,30035,RENT,9.0,MEDICAL,C,1000,12.87,0,1,2
1195,26,26004,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,11.99,0,0,2
1196,22,26004,MORTGAGE,4.0,EDUCATION,A,5000,7.49,0,0,2
1197,25,33000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0,0,4
1198,21,33388,RENT,3.0,EDUCATION,B,1000,10.99,0,0,2
1199,22,26004,MORTGAGE,6.0,PERSONAL,A,12000,7.88,1,0,4
1200,26,26004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,11.14,0,0,3
1201,23,33600,RENT,2.0,PERSONAL,B,1000,10.36,0,0,2
1202,25,33600,RENT,5.0,DEBTCONSOLIDATION,B,1000,11.86,0,0,2
1203,23,34000,RENT,0.0,MEDICAL,A,1000,7.37,0,0,4
1204,23,34800,RENT,1.0,VENTURE,B,1000,11.99,0,0,4
1205,25,34800,RENT,0.0,MEDICAL,C,1000,13.98,0,1,3
1206,25,35000,RENT,9.0,VENTURE,B,1000,11.99,0,0,3
1207,26,29000,RENT,1.0,EDUCATION,C,1000,11.28,1,0,3
1208,24,35100,RENT,8.0,VENTURE,C,1000,13.49,0,1,4
1209,22,35100,RENT,0.0,DEBTCONSOLIDATION,C,1000,13.98,0,0,2
1210,24,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,8.9,0,0,4
1211,23,36000,RENT,3.0,EDUCATION,B,1000,10.99,0,0,2
1212,22,36000,RENT,1.0,EDUCATION,A,1000,8.59,0,0,4
1213,25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,8.9,0,0,3
1214,22,36000,RENT,1.0,PERSONAL,A,1000,7.68,0,0,4
1215,23,31000,RENT,1.0,PERSONAL,D,1000,14.96,1,1,3
1216,25,32000,RENT,2.0,MEDICAL,E,1000,19.03,1,0,4
